id,национальность
1230176,Русские
1230195,Русские
1230203,Русские
1230204,Украинцы
1230266,Поляки
1230297,Евреи
1230305,нет данных
1230358,Украинцы
1230524,Русские
1230623,Русские
1230700,Украинцы
1230704,Русские
1230804,Русские
1231144,Русские
1231147,Русские
1231207,Евреи
1231227,Украинцы
1231228,Украинцы
1231232,Евреи
1231265,Русские
1231451,Немцы
1231751,Литовцы
1231917,Русские
1232057,Поляки
1232071,Русские
1232100,Русские
1232163,Русские
1232311,Китайцы
1232315,Китайцы
1232321,Корейцы
1232323,Китайцы
1232325,Китайцы
1232330,Китайцы
1232331,Китайцы
1232332,Китайцы
1232339,Русские
1232353,Белорусы
1232358,Японцы
1232359,Японцы
1232360,Японцы
1232407,Русские
1232422,Русские
1232434,Русские
1232469,Русские
1232471,Русские
1232517,Украинцы
1232570,Русские
1232604,Русские
1232656,Русские
1232752,Русские
1232790,Русские
1232791,Белорусы
1232931,Русские
1232963,Русские
1233002,Украинцы
1233277,Русские
1233380,Русские
1233400,Украинцы
1233432,Русские
1233478,Русские
1233652,Украинцы
1233739,Поляки
1233758,Русские
1233828,Русские
1233914,Русские
1233923,Русские
1233981,Русские
1234000,Русские
1234045,Белорусы
1234122,Корейцы
1234145,Евреи
1234146,Евреи
1234161,Евреи
1234170,Евреи
1234193,Евреи
1234196,Русские
1234507,Русские
1234527,Русские
1234715,Русские
1234967,Евреи
1234973,Русские
1234977,Русские
1235048,Русские
1235210,Русские
1235277,Русские
1235318,Русские
1235402,Русские
1235430,Русские
1235612,Русские
1235660,Русские
1236004,Украинцы
1236090,Русские
1236091,Русские
1236092,Русские
1236130,Русские
1236133,Русские
1236135,Русские
1236150,Русские
1236155,Русские
1236181,Русские
1236183,Русские
1236184,Русские
1236186,Русские
1236200,Русские
1236201,Русские
1236209,Русские
1236240,нет данных
1236343,Японцы
1236344,Японцы
1236487,Латгальцы
1236496,Русские
1236610,Русские
1236787,Русские
1236803,Болгары
1236814,Евреи
1236986,Русские
1237167,Русские
1237226,Русские
1237274,Украинцы
1237431,Русские
1237527,Эвенки
1237616,Русские
1237619,Русские
1237736,Русские
1237781,Русские
1237785,Русские
1237789,нет данных
1237792,Русские
1237797,Русские
1237798,Русские
1237807,Русские
1237812,Русские
1237813,Русские
1237850,Русские
1237899,Русские
1237934,Русские
1238001,Русские
1238012,Украинцы
1238028,Русские
1238081,Русские
1238151,Русские
1238199,Русские
1238283,Русские
1238297,Русские
1238315,Русские
1238317,Русские
1238348,Русские
1238437,Русские
1238507,Русские
1238610,Русские
1238652,Русские
1238763,Русские
1238943,Русские
1239004,Белорусы
1239044,Русские
1239110,Русские
1239202,Русские
1239266,Русские
1239276,Русские
1239367,Поляки
1239379,Белорусы
1239396,Русские
1239463,Русские
1239509,Русские
1239551,нет данных
1239583,Русские
1239590,Русские
1239605,Русские
1239659,Русские
1239664,Русские
1239679,Русские
1239810,Мордва
1239869,Ульчи
1239983,Русские
1240039,Украинцы
1240068,Русские
1240173,Русские
1240291,Русские
1240293,Русские
1240320,Русские
1240402,Русские
1240442,Русские
1240473,Русские
1240609,Русские
1240685,Украинцы
1240775,Евреи
1240819,Русские
1240870,Русские
1241007,Русские
1241173,Русские
1241183,Русские
1241260,Русские
1241369,Русские
1241470,Русские
1241642,Эвенки
1241690,Русские
1241912,Украинцы
1241922,Ороки
1241978,Русские
1242048,Русские
1242222,Русские
1242273,Русские
1242323,Ороки
1242547,Украинцы
1242613,Русские
1243006,Русские
1243008,Русские
1243013,Русские
1243014,Русские
1243022,Русские
1243023,Русские
1243027,Русские
1243138,Украинцы
1243173,Русские
1243190,Русские
1243290,Русские
1243445,Евреи
1243612,Русские
1243663,Русские
1243779,Русские
1243784,Латыши
1243788,Русские
1243789,Украинцы
1243800,Русские
1243808,Русские
1243810,Русские
1243819,Русские
1243824,Русские
1243828,Украинцы
1243839,Белорусы
1243873,Русские
1243879,Русские
1243894,Русские
1243941,нет данных
1243969,Украинцы
1244076,Русские
1244156,Русские
1244207,Украинцы
1244231,Русские
1244313,Русские
1244488,Русские
1244505,Белорусы
1244547,Русские
1244627,Русские
1244713,Русские
1244717,Русские
1244727,Русские
1244906,Русские
1244924,Русские
1244948,Русские
1244994,Русские
1245028,Русские
1245047,Русские
1245061,Русские
1245082,Русские
1245159,Русские
1245171,Русские
1245320,Русские
1245387,Русские
1245389,Евреи
1245407,Украинцы
1245442,Русские
1245449,Русские
1245460,Русские
1245499,Русские
1245500,Русские
1245640,Поляки
1245647,Русские
1245648,Евреи
1245657,Русские
1245662,Русские
1245675,Русские
1245751,Русские
1245891,Русские
1245924,Русские
1245932,Русские
1246022,Русские
1246092,Русские
1246124,Русские
1246200,Русские
1246255,Русские
1246264,Русские
1246271,Китайцы
1246275,Русские
1246529,Русские
1246589,Украинцы
1246695,Украинцы
1246713,Русские
1246723,Русские
1247004,Поляки
1247167,Русские
1247295,Русские
1247429,Русские
1247473,Татары
1247477,Японцы
1247501,Русские
1247510,Японцы
1247517,Русские
1247579,Русские
1247700,Белорусы
1247714,Русские
1247719,Русские
1247763,Русские
1247850,Украинцы
1247949,Русские
1248015,Украинцы
1248025,Русские
1248049,Русские
1248052,Русские
1248287,Украинцы
1248460,Немцы
1248581,Белорусы
1248668,Русские
1248778,Русские
1248802,Русские
1248872,Русские
1248874,Русские
1249009,Русские
1249140,Русские
1249142,Русские
1249144,Русские
1249237,Русские
1249357,Русские
1249492,Украинцы
1249774,Евреи
1249832,Белорусы
1249841,Украинцы
1249858,Русские
1249893,Евреи
1249928,Украинцы
1249951,Украинцы
1249998,Украинцы
1250006,Украинцы
1250162,Русские
1250165,Русские
1250276,Русские
1250430,Русские
1250496,Белорусы
1250584,Русские
1250612,Русские
1250665,Русские
1250666,Русские
1250766,Русские
1250890,Белорусы
1251137,Русские
1251267,Русские
1251447,Украинцы
1251537,Немцы
1251970,Русские
1252099,Евреи
1252124,Русские
1252182,Евреи
1252243,нет данных
1252278,Русские
1252316,Русские
1252444,Русские
1252452,Русские
1252490,Украинцы
1252546,Русские
1252554,Русские
1252622,Русские
1252623,Русские
1252628,Русские
1252641,нет данных
1252650,нет данных
1252751,Русские
1252792,Русские
1252793,Русские
1252851,Русские
1252883,Евреи
1252905,Русские
1253092,Русские
1253116,Русские
1253321,Белорусы
1253344,Евреи
1253385,Евреи
1253591,Русские
1253623,Русские
1253626,Русские
1253699,Евреи
1253761,Евреи
1253831,Русские
1253836,Русские
1253903,Немцы
1253927,Русские
1254018,Украинцы
1254157,Украинцы
1254174,Русские
1254202,Русские
1254223,Русские
1254250,нет данных
1254255,Русские
1254258,Русские
1254263,нет данных
1254330,Русские
1254457,Поляки
1254518,Русские
1254528,Русские
1254557,Русские
1254644,Русские
1254669,Русские
1254995,Русские
1255074,Русские
1255106,Русские
1255151,Русские
1255184,Финны
1255291,Китайцы
1255292,Китайцы
1255293,Китайцы
1255297,Китайцы
1255299,Китайцы
1255337,Украинцы
1255484,Японцы
1255488,Японцы
1255542,Русские
1255654,Русские
1255752,Русские
1255783,Татары
1255890,Украинцы
1255903,Белорусы
1255907,Белорусы
1255908,Белорусы
1255993,Японцы
1255994,Японцы
1255995,Японцы
1255996,Японцы
1256033,Украинцы
1256136,Русские
1256150,Русские
1256432,Русские
1256510,Русские
1256671,Русские
1256813,Русские
1256930,Русские
1256951,Русские
1256981,Русские
1257014,Русские
1257045,Русские
1257073,Русские
1257157,Русские
1257188,Русские
1257204,Русские
1257217,Русские
1257234,Русские
1257307,Русские
1257334,Русские
1257395,Русские
1257420,Русские
1257423,Русские
1257444,Русские
1257446,Русские
1257475,Русские
1257528,Русские
1257539,Русские
1257547,Русские
1257618,Русские
1257632,Русские
1257662,Русские
1257727,Русские
1257737,Русские
1257769,Русские
1257891,Русские
1258191,Русские
1258198,Русские
1258276,Русские
1258288,Русские
1258323,Немцы
1258364,Русские
1258416,Русские
1258466,Русские
1258524,Русские
1258553,нет данных
1258563,Русские
1258633,Русские
1258674,Русские
1258693,Русские
1258748,Русские
1258777,Русские
1258808,Русские
1258871,нет данных
1258966,Русские
1258995,Русские
1259013,Русские
1259113,Русские
1259114,Русские
1259145,Русские
1259166,Китайцы
1259197,Корейцы
1259241,Хакасы
1259281,Русские
1259482,Русские
1259505,Евреи
1259673,Русские
1259791,Русские
1259804,Русские
1259991,Русские
1260108,Русские
1260306,Русские
1260307,Русские
1260345,Русские
1260354,Русские
1260431,Русские
1260434,Русские
1260463,Русские
1260476,Украинцы
1260479,Русские
1260500,Русские
1260526,Русские
1260618,Украинцы
1260811,Русские
1260817,Русские
1260818,Русские
1260859,Русские
1260964,Русские
1261165,Украинцы
1261179,Русские
1261181,Негидальцы
1261264,Немцы
1261288,Китайцы
1261289,Китайцы
1261291,Китайцы
1261292,Китайцы
1261294,Китайцы
1261296,Китайцы
1261297,Китайцы
1261298,Китайцы
1261551,Евреи
1261732,Поляки
1261759,Евреи
1262073,Русские
1262130,Русские
1262203,Русские
1262468,Русские
1262479,Русские
1262663,Русские
1262752,Русские
1262871,Русские
1262910,Украинцы
1262922,Русские
1262965,Русские
1263008,Китайцы
1263190,Русские
1263197,Русские
1263209,Русские
1263213,Русские
1263214,Русские
1263248,Евреи
1263297,Русские
1263422,Украинцы
1263618,Русские
1263724,Японцы
1263889,Русские
1264006,Русские
1264020,Русские
1264196,нет данных
1264197,Русские
1264304,Русские
1264317,Русские
1264408,нет данных
1264409,Русские
1264417,Русские
1264430,Русские
1264434,Русские
1264488,Русские
1264490,Русские
1264492,Русские
1264493,Русские
1264494,Русские
1264522,Украинцы
1264535,Русские
1264632,Японцы
1264634,Русские
1264686,Украинцы
1264720,Русские
1264726,Украинцы
1264749,Украинцы
1264795,Украинцы
1264796,Украинцы
1264922,Поляки
1264950,Украинцы
1265081,Русские
1265140,Евреи
1265201,Русские
1265253,Русские
1265266,нет данных
1265267,нет данных
1265276,Русские
1265309,Украинцы
1265311,Русские
1265312,Русские
1265368,Русские
1265382,Белорусы
1265436,Китайцы
1265487,Китайцы
1265490,Китайцы
1265496,Китайцы
1265803,Русские
1265850,Украинцы
1265872,Нивхи
1265953,Русские
1265998,Русские
1266085,Украинцы
1266260,Русские
1266353,Русские
1266435,Украинцы
1266445,Русские
1266528,нет данных
1266820,Китайцы
1266843,Украинцы
1266877,Русские
1266878,Русские
1266896,Китайцы
1266913,Русские
1267067,Русские
1267069,нет данных
1267072,Русские
1267080,нет данных
1267143,Русские
1267154,Евреи
1267156,Русские
1267180,Украинцы
1267196,Русские
1267202,Китайцы
1267296,Немцы
1267333,Евреи
1267427,Русские
1267498,Поляки
1267739,Белорусы
1267856,Русские
1267857,Русские
1267894,Русские
1268011,Русские
1268064,Русские
1268151,Русские
1268177,Русские
1268279,Русские
1268311,Русские
1268365,нет данных
1268515,Украинцы
1268552,Корейцы
1268583,Русские
1268589,Белорусы
1268713,Русские
1268803,Русские
1268995,Евреи
1269013,Русские
1269021,Евреи
1269037,Евреи
1269125,Русские
1269271,Русские
1269296,Русские
1269313,Русские
1269382,Украинцы
1269411,Русские
1269434,Украинцы
1269656,Русские
1269743,Русские
1269784,Украинцы
1269835,Русские
1270065,Евреи
1270071,Евреи
1270122,Евреи
1270125,Евреи
1270126,Евреи
1270143,Евреи
1270168,Евреи
1270202,Русские
1270207,нет данных
1270258,Евреи
1270299,Русские
1270301,Русские
1270313,Русские
1270321,Белорусы
1270324,Русские
1270332,Белорусы
1270333,Украинцы
1270337,Русские
1270561,Русские
1270567,Русские
1270572,нет данных
1270574,нет данных
1270577,Белорусы
1270650,Русские
1270662,Русские
1270689,Русские
1270710,Украинцы
1270946,Украинцы
1270965,Русские
1271031,Евреи
1271297,Евреи
1271300,Евреи
1271400,Русские
1271403,Русские
1271419,Русские
1271422,нет данных
1271518,Русские
1271527,Русские
1271597,Китайцы
1271712,Русские
1271717,Русские
1271852,Русские
1271884,Русские
1271900,Русские
1271935,Русские
1271961,Русские
1271966,Русские
1272011,Русские
1272078,Русские
1272093,Русские
1272176,Чуваши
1272285,Поляки
1272314,Русские
1272350,Русские
1272483,Евреи
1272539,нет данных
1272540,Русские
1272541,Русские
1272542,Русские
1272549,Русские
1272550,нет данных
1272558,Русские
1272561,Русские
1272570,нет данных
1272571,Русские
1272581,Русские
1272597,Русские
1272623,Русские
1272658,Украинцы
1272999,Русские
1273001,Русские
1273032,Русские
1273051,Русские
1273063,Русские
1273160,Корейцы
1273165,Корейцы
1273170,Корейцы
1273176,Китайцы
1273180,Китайцы
1273185,Китайцы
1273187,Китайцы
1273188,Китайцы
1273189,Китайцы
1273190,Китайцы
1273191,Китайцы
1273194,Китайцы
1273195,Китайцы
1273196,Китайцы
1273197,Корейцы
1273200,Китайцы
1273201,Корейцы
1273202,Китайцы
1273203,Китайцы
1273204,Китайцы
1273207,Корейцы
1273208,Корейцы
1273219,Китайцы
1273221,Китайцы
1273223,Китайцы
1273224,Корейцы
1273225,Китайцы
1273229,Китайцы
1273230,Китайцы
1273235,Китайцы
1273239,Корейцы
1273240,Китайцы
1273243,нет данных
1273244,Китайцы
1273246,Китайцы
1273252,Китайцы
1273253,Китайцы
1273257,Китайцы
1273258,Китайцы
1273260,Китайцы
1273263,Корейцы
1273265,Китайцы
1273271,Китайцы
1273272,Китайцы
1273273,Китайцы
1273275,Китайцы
1273276,Китайцы
1273277,Китайцы
1273278,Корейцы
1273283,Корейцы
1273285,Китайцы
1273287,Корейцы
1273289,Китайцы
1273294,Китайцы
1273300,нет данных
1273302,Китайцы
1273303,Китайцы
1273304,Китайцы
1273306,Китайцы
1273308,Корейцы
1273311,Китайцы
1273320,Корейцы
1273321,Китайцы
1273323,Корейцы
1273325,Китайцы
1273326,Китайцы
1273327,Китайцы
1273328,Китайцы
1273329,Китайцы
1273330,Китайцы
1273333,Китайцы
1273334,Китайцы
1273335,Китайцы
1273338,Китайцы
1273341,Китайцы
1273342,Китайцы
1273343,Китайцы
1273344,Китайцы
1273349,Корейцы
1273352,Корейцы
1273353,Китайцы
1273355,Китайцы
1273358,Китайцы
1273359,Китайцы
1273363,Китайцы
1273364,Китайцы
1273366,Китайцы
1273367,Китайцы
1273368,Китайцы
1273369,Китайцы
1273370,Китайцы
1273371,Китайцы
1273372,Китайцы
1273373,Китайцы
1273375,Китайцы
1273378,Китайцы
1273379,Корейцы
1273380,Китайцы
1273381,Китайцы
1273386,Китайцы
1273390,Китайцы
1273392,Китайцы
1273393,Китайцы
1273396,Китайцы
1273397,Китайцы
1273400,Китайцы
1273401,Китайцы
1273402,Корейцы
1273408,Китайцы
1273411,Корейцы
1273413,нет данных
1273414,Китайцы
1273415,Китайцы
1273416,Китайцы
1273418,Китайцы
1273419,Китайцы
1273422,Китайцы
1273423,Китайцы
1273425,Китайцы
1273426,Китайцы
1273427,Китайцы
1273428,Китайцы
1273429,Китайцы
1273434,Китайцы
1273435,Китайцы
1273438,Китайцы
1273488,Корейцы
1273545,Евреи
1273581,Евреи
1273625,Латыши
1273684,Украинцы
1273685,Евреи
1273726,Евреи
1273738,Корейцы
1273963,Финны
1274116,Китайцы
1274117,Китайцы
1274118,Китайцы
1274119,Китайцы
1274121,Китайцы
1274122,Китайцы
1274123,Китайцы
1274124,Китайцы
1274125,Китайцы
1274127,Китайцы
1274426,Русские
1274556,Русские
1274694,Белорусы
1274732,Поляки
1274733,Поляки
1274754,Евреи
1274825,Русские
1274829,Русские
1274856,Поляки
1275002,Русские
1275087,Русские
1275147,Чуваши
1275165,Русские
1275299,Украинцы
1275321,Русские
1275353,Русские
1275396,Русские
1275454,Украинцы
1275481,Русские
1275488,Русские
1275494,Русские
1275504,нет данных
1275581,Русские
1275694,Украинцы
1275711,Евреи
1275756,Украинцы
1275796,Русские
1275825,Литовцы
1275897,Русские
1275902,Украинцы
1276030,Русские
1276072,Китайцы
1276074,Китайцы
1276253,Русские
1276258,Русские
1276327,Евреи
1276387,Русские
1276393,Русские
1276466,Поляки
1276482,Русские
1276483,Русские
1276492,Русские
1276537,Русские
1276566,Украинцы
1276680,Русские
1276753,Русские
1276789,Русские
1276806,Русские
1276819,Русские
1276862,Русские
1276865,Русские
1276879,Русские
1276921,Белорусы
1276962,Русские
1276972,Русские
1276983,Русские
1276990,Марийцы
1277052,Русские
1277301,Русские
1277427,Финны
1277471,Евреи
1277516,Русские
1277522,Русские
1277560,Русские
1277561,Русские
1277577,Русские
1277619,Евреи
1277681,Русские
1277684,Русские
1277690,Русские
1277707,Русские
1277711,Русские
1277722,Русские
1277731,Русские
1277741,Русские
1277744,Русские
1277745,Русские
1277746,нет данных
1277753,нет данных
1277769,Русские
1277770,Русские
1277784,Русские
1277792,Русские
1277992,Русские
1278049,Русские
1278078,Украинцы
1278167,Русские
1278273,Русские
1278351,Русские
1278375,Русские
1278423,Русские
1278426,Русские
1278438,Китайцы
1278439,Китайцы
1278440,Китайцы
1278441,Китайцы
1278444,Китайцы
1278446,Китайцы
1278447,Китайцы
1278459,Литовцы
1278562,Русские
1278568,Белорусы
1278621,Русские
1278648,нет данных
1278649,Белорусы
1278717,Китайцы
1278820,Поляки
1279005,Русские
1279284,Русские
1279371,Русские
1279423,Русские
1279532,Китайцы
1279555,Русские
1279565,нет данных
1279566,Русские
1279626,нет данных
1279653,нет данных
1279658,Русские
1279663,нет данных
1279679,нет данных
1279681,нет данных
1279770,Русские
1280185,Русские
1280306,Русские
1280328,Русские
1280353,Русские
1280413,Русские
1280451,Русские
1280454,Украинцы
1280458,Украинцы
1280503,нет данных
1280518,Русские
1280717,Русские
1280754,Русские
1280822,Корейцы
1280826,Китайцы
1280829,Китайцы
1280830,Китайцы
1280831,Китайцы
1280832,Китайцы
1280833,Китайцы
1280834,Китайцы
1280835,Китайцы
1280836,Китайцы
1280837,Китайцы
1280838,Китайцы
1280839,Китайцы
1280840,Китайцы
1280842,Китайцы
1280850,Китайцы
1280851,Китайцы
1280854,Китайцы
1280855,Китайцы
1280856,Китайцы
1280859,Китайцы
1280860,Китайцы
1280863,Китайцы
1280864,Китайцы
1280865,Китайцы
1280866,Китайцы
1280867,Китайцы
1280869,Китайцы
1280870,Китайцы
1280871,Корейцы
1280873,Китайцы
1280874,Китайцы
1280878,Китайцы
1280879,Китайцы
1280883,Китайцы
1280884,Китайцы
1280885,Китайцы
1280888,Китайцы
1280890,Китайцы
1280891,нет данных
1280892,Китайцы
1280895,Китайцы
1280896,Китайцы
1280897,Китайцы
1280898,Китайцы
1280900,Китайцы
1280901,Нанайцы
1280902,Китайцы
1280903,Китайцы
1280904,Китайцы
1280905,Китайцы
1280906,Китайцы
1280907,Китайцы
1280908,Китайцы
1280909,Китайцы
1280910,Китайцы
1280911,Китайцы
1280912,Китайцы
1280913,Китайцы
1280914,Китайцы
1280915,Китайцы
1280917,Китайцы
1280918,Китайцы
1280919,Китайцы
1280921,Китайцы
1280923,Китайцы
1280924,Китайцы
1280925,Китайцы
1280926,Китайцы
1280927,Китайцы
1280928,Китайцы
1280931,Китайцы
1280933,Китайцы
1280938,Китайцы
1280939,Китайцы
1280940,Китайцы
1280942,Китайцы
1280943,Китайцы
1280944,Китайцы
1280945,Китайцы
1280946,Китайцы
1280947,Китайцы
1280948,Китайцы
1280949,Китайцы
1280972,Китайцы
1280994,Китайцы
1281139,Русские
1281142,Русские
1281144,Евреи
1281148,Русские
1281149,Русские
1281328,Китайцы
1281330,Китайцы
1281331,Китайцы
1281332,Китайцы
1281334,Китайцы
1281335,Китайцы
1281336,Китайцы
1281337,Китайцы
1281338,Китайцы
1281339,Китайцы
1281340,Китайцы
1281341,Китайцы
1281342,Китайцы
1281343,Китайцы
1281344,Китайцы
1281345,Китайцы
1281346,Китайцы
1281347,Китайцы
1281348,Китайцы
1281374,Украинцы
1281620,Китайцы
1281645,Русские
1281666,Китайцы
1281840,Китайцы
1281842,Китайцы
1281843,Китайцы
1281844,Китайцы
1282000,Русские
1282204,Литовцы
1282248,Русские
1282275,Русские
1282347,Китайцы
1282348,Китайцы
1282349,Китайцы
1282351,Китайцы
1282352,Китайцы
1282353,Китайцы
1282355,Китайцы
1282356,Китайцы
1282357,Китайцы
1282358,Китайцы
1282362,Китайцы
1282366,Китайцы
1282367,Китайцы
1282368,Китайцы
1282369,Китайцы
1282373,Китайцы
1282374,Китайцы
1282376,Китайцы
1282377,Китайцы
1282496,Поляки
1283360,Русские
1283438,Русские
1283454,Русские
1283572,Латыши
1283613,Украинцы
1283644,Русские
1283722,Поляки
1283838,Русские
1283861,Русские
1283873,Русские
1283966,Немцы
1284184,Немцы
1284377,Русские
1284418,Русские
1284470,Евреи
1284477,Немцы
1284481,Русские
1284577,Русские
1284629,Украинцы
1284711,Русские
1284716,Русские
1284717,Украинцы
1284745,Русские
1284850,Русские
1284858,Русские
1284864,Русские
1284915,Русские
1284922,Русские
1284947,Русские
1284999,Русские
1285000,Русские
1285002,Русские
1285006,Русские
1285008,Русские
1285023,нет данных
1285035,Русские
1285127,Русские
1285138,Русские
1285150,Русские
1285161,Русские
1285162,Русские
1285163,нет данных
1285195,Русские
1285290,нет данных
1285324,нет данных
1285440,Русские
1285463,Русские
1285578,Японцы
1285581,Украинцы
1285602,Русские
1285606,Русские
1285661,Украинцы
1285686,Русские
1285792,Русские
1285843,Украинцы
1285984,Русские
1286006,Русские
1286214,Русские
1286342,Украинцы
1286367,Русские
1286390,Русские
1286440,Украинцы
1286684,Русские
1286691,Русские
1287384,Русские
1287615,Русские
1287687,Русские
1287705,Русские
1287825,Эвенки
1287835,Эвенки
1287884,Русские
1287889,Русские
1287894,Русские
1288003,Украинцы
1288052,Белорусы
1288118,Русские
1288186,Евреи
1288257,Русские
1288373,Русские
1288516,Евреи
1288575,Русские
1288585,Русские
1288623,Русские
1288663,Украинцы
1288665,Русские
1288686,Русские
1288750,Русские
1289018,Русские
1289088,Русские
1289132,Русские
1289150,Русские
1289197,Поляки
1289198,Поляки
1289324,Китайцы
1289334,Русские
1289356,Русские
1289382,Русские
1289407,нет данных
1289422,Русские
1289429,Русские
1289457,Русские
1289772,Русские
1289778,Русские
1290157,Русские
1290282,нет данных
1290329,Русские
1290333,Русские
1290344,Русские
1290352,Китайцы
1290353,Китайцы
1290354,Китайцы
1290466,Русские
1290482,Евреи
1290503,Евреи
1290615,Эстонцы
1290616,Эстонцы
1290628,Русские
1290681,Нанайцы
1290682,Нанайцы
1290684,Нанайцы
1290685,Нанайцы
1290727,Японцы
1290768,Немцы
1290791,Евреи
1290973,Русские
1291056,Русские
1291142,Русские
1291185,Русские
1291187,Русские
1291218,Русские
1291233,Русские
1291281,Русские
1291287,Русские
1291301,нет данных
1291320,Русские
1291339,Русские
1291388,Русские
1291414,Русские
1291462,Евреи
1291797,Немцы
1291864,Украинцы
1291896,Русские
1291949,Русские
1291964,Русские
1292090,Русские
1292182,Украинцы
1292260,Украинцы
1292294,Русские
1292295,Русские
1292391,Русские
1292421,Поляки
1292460,Украинцы
1292477,Русские
1292495,Украинцы
1292521,Русские
1292528,Украинцы
1292873,Белорусы
1292901,Русские
1292912,Русские
1292964,Русские
1292980,Русские
1293012,Русские
1293022,Русские
1293035,Украинцы
1293069,Русские
1293087,Русские
1293146,Русские
1293152,Русские
1293228,Поляки
1293284,Русские
1293305,Украинцы
1293311,Русские
1293387,Украинцы
1293416,Русские
1293449,Японцы
1293479,Русские
1293494,Русские
1293509,Русские
1293591,нет данных
1293592,нет данных
1293595,Русские
1293597,нет данных
1293603,нет данных
1293620,нет данных
1293652,Русские
1293737,Русские
1293764,Русские
1293818,нет данных
1293829,Русские
1293956,нет данных
1294013,Украинцы
1294063,Русские
1294120,Русские
1294250,Русские
1294261,Армяне
1294329,Русские
1294398,Русские
1294697,Русские
1294716,Русские
1294718,Русские
1294861,Латыши
1295049,Русские
1295178,Русские
1295206,Поляки
1295299,Русские
1295300,Русские
1295314,Русские
1295315,Русские
1295330,Русские
1295488,Русские
1295597,Японцы
1295598,Японцы
1295599,Японцы
1295600,Японцы
1295601,Японцы
1295602,Японцы
1295639,Японцы
1295654,Русские
1295740,Русские
1295745,Русские
1295782,Русские
1295803,Русские
1295831,Русские
1295916,Украинцы
1295917,Русские
1295923,Японцы
1296083,Русские
1296170,Русские
1296215,Русские
1296401,Русские
1296427,Евреи
1296435,Русские
1296594,Евреи
1296766,Русские
1296784,Русские
1296867,Латыши
1296942,Латыши
1296943,Евреи
1297042,Евреи
1297100,Русские
1297211,Армяне
1297271,Русские
1297458,Русские
1297481,Русские
1297485,Русские
1297556,Русские
1297565,Русские
1297571,Русские
1297614,Русские
1297758,Русские
1297831,Русские
1297846,Русские
1297855,Русские
1297908,Русские
1298054,Финны
1298125,Евреи
1298182,Русские
1298231,Русские
1298353,Русские
1298402,Русские
1298404,Русские
1298414,Евреи
1298632,Евреи
1298753,Евреи
1298789,Русские
1298836,Русские
1298851,Русские
1298906,Русские
1299018,Русские
1299584,Русские
1299698,Русские
1299762,Русские
1299767,нет данных
1299772,нет данных
1299825,Русские
1300049,Русские
1300115,Поляки
1300194,Русские
1300278,Русские
1300865,Русские
1300882,Русские
1300975,Русские
1301153,Евреи
1301185,Японцы
1301213,Русские
1301228,Русские
1301266,Русские
1301274,Русские
1301480,Украинцы
1301503,Русские
1301521,Русские
1301664,Евреи
1301832,Русские
1301923,Русские
1301987,Азербайджанцы
1302124,Русские
1302278,Русские
1302323,Русские
1302388,Русские
1302442,Русские
1302451,Украинцы
1302469,Русские
1302486,Русские
1302517,Украинцы
1302551,Русские
1302598,Русские
1302622,Украинцы
1302722,Японцы
1302846,Украинцы
1302848,нет данных
1302852,нет данных
1302992,Евреи
1302996,Евреи
1303047,Русские
1303151,Русские
1303187,Русские
1303224,Русские
1303382,нет данных
1303395,нет данных
1303495,Русские
1303692,Русские
1303711,Русские
1303786,Русские
1303812,Русские
1303995,Русские
1304043,Русские
1304214,Украинцы
1304228,Русские
1304265,Русские
1304273,Русские
1304288,Русские
1304319,Русские
1304331,Русские
1304410,Украинцы
1304572,Русские
1304618,Русские
1304629,Русские
1304721,Русские
1304733,Белорусы
1304959,Русские
1305146,Русские
1305172,Русские
1305199,Русские
1305380,Русские
1305404,Русские
1305410,Русские
1305444,Украинцы
1305463,Украинцы
1305469,Русские
1305516,Русские
1305576,Китайцы
1305577,Китайцы
1305678,Русские
1305723,Нивхи
1305753,Поляки
1305769,Евреи
1306045,Русские
1306107,Русские
1306131,Русские
1306191,Украинцы
1306193,Русские
1306357,Русские
1306392,Русские
1306640,Русские
1306641,Русские
1306808,Русские
1306814,Русские
1306828,Украинцы
1306881,Русские
1306900,Русские
1306917,Русские
1306962,Русские
1307036,Украинцы
1307075,Русские
1307091,Русские
1307132,Русские
1307152,Русские
1307218,нет данных
1307221,Русские
1307407,Русские
1307580,Украинцы
1307581,Русские
1307704,Русские
1307735,Японцы
1307812,Украинцы
1307894,Русские
1308044,Русские
1308067,Русские
1308184,Русские
1308224,Русские
1308227,Русские
1308276,Русские
1308287,Русские
1308323,Русские
1308341,Евреи
1308380,Русские
1308384,Русские
1308389,Русские
1308402,Русские
1308403,Русские
1308404,Русские
1308546,Русские
1308549,Японцы
1308598,Русские
1308662,Русские
1308709,Русские
1308757,Русские
1308883,Украинцы
1308891,Украинцы
1308893,Украинцы
1308905,Русские
1308908,Русские
1308941,Русские
1309060,Русские
1309193,Русские
1309406,Русские
1309583,Русские
1309592,Евреи
1309602,Евреи
1309636,Русские
1309701,Корейцы
1309704,Китайцы
1309705,Китайцы
1309706,Китайцы
1309707,Китайцы
1309708,Китайцы
1309709,Китайцы
1309797,Русские
1309814,Украинцы
1309821,Украинцы
1309965,Русские
1310166,Украинцы
1310240,Русские
1310242,Русские
1310249,Нанайцы
1310420,Китайцы
1310606,Русские
1310635,Русские
1310745,Японцы
1310766,Японцы
1310787,Русские
