id,гражданство
1509144,СССР
1509261,СССР
1509468,СССР
1509502,Китай
1509503,Китай
1509504,СССР
1509505,Китай
1509732,СССР
1510054,нет данных
1510593,нет данных
1510806,СССР
1511021,СССР
1511031,СССР
1511184,СССР
1511326,СССР
1511618,СССР
1511655,нет данных
1511676,нет данных
1511687,нет данных
1511787,СССР
1511790,СССР
1511877,СССР
1511983,СССР
1512013,нет данных
1512015,нет данных
1512024,СССР
1512148,СССР
1512246,СССР
1512251,СССР
1512540,СССР
1512552,СССР
1512608,СССР
1512624,СССР
1512647,нет данных
1512648,СССР
1512668,СССР
1512892,СССР
1513085,СССР
1513159,СССР
1513316,СССР
1513335,СССР
1513557,СССР
1513842,СССР
1514035,СССР
1514127,СССР
1514156,СССР
1514251,СССР
1514277,СССР
1514314,СССР
1514345,СССР
1514356,СССР
1514368,СССР
1514399,СССР
1514438,нет данных
1514460,СССР
1514640,СССР
1514761,СССР
1514837,СССР
1514867,СССР
1514926,СССР
1514946,СССР
1514953,нет данных
1514958,СССР
1514985,СССР
1515042,нет данных
1515044,СССР
1515071,СССР
1515149,СССР
1515362,СССР
1515368,СССР
1515369,СССР
1515396,СССР
1515397,нет данных
1515398,СССР
1515399,нет данных
1515420,СССР
1515495,СССР
1515601,СССР
1515625,СССР
1515704,СССР
1515925,СССР
1516033,СССР
1516390,СССР
1516407,СССР
1516411,нет данных
1516412,СССР
1516422,СССР
1516424,СССР
1516425,СССР
1516529,СССР
1516646,СССР
1516647,СССР
1516651,нет данных
1516688,СССР
1516752,СССР
1516756,СССР
1516759,СССР
1517043,СССР
1517185,нет данных
1517567,СССР
1517687,нет данных
1517689,нет данных
1517690,нет данных
1517800,СССР
1517874,СССР
1517915,СССР
1518422,СССР
1518786,СССР
1518851,СССР
1518883,СССР
1519151,СССР
1519263,СССР
1519314,СССР
1519408,СССР
1519488,нет данных
1519490,нет данных
1519512,СССР
1519526,СССР
1519936,СССР
1520051,нет данных
1520163,эмигрант
1520176,СССР
1520241,СССР
1520385,СССР
1520579,нет данных
1520588,СССР
1520861,СССР
1520888,СССР
1521076,СССР
1521079,СССР
1521099,СССР
1521119,СССР
1521205,СССР
1521312,СССР
1521359,СССР
1521605,эмигрант
1521692,СССР
1521913,СССР
1521948,СССР
1521979,СССР
1522056,СССР
1522068,СССР
1522175,СССР
1522203,нет данных
1522363,СССР
1522367,эмигрант
1522369,СССР
1522380,СССР
1522425,СССР
1522883,Китай
1523083,СССР
1523266,СССР
1523316,СССР
1523451,СССР
1523474,нет данных
1523539,нет данных
1523592,Япония
1523593,Китай
1523625,нет данных
1523632,нет данных
1523668,СССР
1523703,СССР
1523801,СССР
1524009,СССР
1524080,СССР
1524153,СССР
1524445,Китай
1524447,Китай
1524450,Без гражданства
1524451,СССР
1524452,Китай
1524454,Китай
1524460,Китай
1524461,Без гражданства
1524463,Без гражданства
1524468,Без гражданства
1524469,Китай
1524470,Китай
1524471,Китай
1524472,Китай
1524473,Китай
1524474,Китай
1524475,Китай
1524476,Китай
1524477,Китай
1524480,Без гражданства
1524481,Китай
1524482,Без гражданства
1524483,Китай
1524486,Китай
1524489,Китай
1524490,Китай
1524491,Китай
1524492,Китай
1524493,Китай
1524494,Китай
1524495,Китай
1524496,Без гражданства
1524497,Китай
1524499,Без гражданства
1524500,Китай
1524502,Китай
1524503,Китай
1524504,Китай
1524506,Китай
1524508,Китай
1524510,Китай
1524512,Китай
1524513,Китай
1524514,Китай
1524515,Китай
1524516,Китай
1524517,Китай
1524519,нет данных
1524520,нет данных
1524524,нет данных
1524525,нет данных
1524526,нет данных
1524527,нет данных
1524529,нет данных
1524531,нет данных
1524532,нет данных
1524533,нет данных
1524534,нет данных
1524535,нет данных
1524538,нет данных
1524543,нет данных
1524544,нет данных
1524546,нет данных
1524547,нет данных
1524548,нет данных
1524549,нет данных
1524550,нет данных
1524552,нет данных
1524553,нет данных
1524554,нет данных
1524555,нет данных
1524556,нет данных
1524557,нет данных
1524560,нет данных
1524561,нет данных
1524562,нет данных
1524563,нет данных
1524564,нет данных
1524565,нет данных
1524566,нет данных
1524568,нет данных
1524570,нет данных
1524572,нет данных
1524573,нет данных
1524574,нет данных
1524596,СССР
1524642,СССР
1524786,СССР
1524890,СССР
1525101,СССР
1525113,СССР
1525147,СССР
1525182,СССР
1525226,СССР
1525296,СССР
1525303,нет данных
1525339,СССР
1525386,нет данных
1525423,нет данных
1525434,СССР
1525560,СССР
1525564,СССР
1525617,СССР
1525622,СССР
1525815,СССР
1525853,СССР
1525939,эмигрант
1526311,СССР
1526551,СССР
1526602,СССР
1526606,СССР
1526658,СССР
1526712,Китай
1526713,Япония
1526714,Китай
1526715,Япония
1526716,Китай
1526717,нет данных
1526718,Китай
1526719,Китай
1526720,Япония
1526915,нет данных
1526918,нет данных
1526919,нет данных
1526920,нет данных
1526921,СССР
1526969,эмигрант
1527046,СССР
1527186,СССР
1527206,СССР
1527214,СССР
1527221,СССР
1527644,СССР
1527969,СССР
1527987,СССР
1528083,СССР
1528217,нет данных
1528242,СССР
1528274,СССР
1528281,нет данных
1528282,нет данных
1528315,СССР
1528340,СССР
1528396,СССР
1528549,СССР
1528613,нет данных
1528620,СССР
1528629,нет данных
1528832,СССР
1528993,СССР
1529156,СССР
1529158,СССР
1529228,СССР
1529301,СССР
1529984,СССР
1529996,СССР
1530092,эмигрант
1530106,СССР
1530118,СССР
1530124,СССР
1530443,нет данных
1530504,СССР
1530654,СССР
1530735,СССР
1531393,СССР
1531502,СССР
1531651,СССР
1531985,СССР
1531997,СССР
1532015,СССР
1532158,СССР
1532209,СССР
1532231,СССР
1532370,СССР
1532535,СССР
1532706,СССР
1532752,СССР
1532755,СССР
1532857,СССР
1532987,СССР
1533525,СССР
1533612,нет данных
1533656,СССР
1533664,нет данных
1533669,нет данных
1533676,нет данных
1533714,СССР
1533726,СССР
1533728,эмигрант
1533859,СССР
1534317,СССР
1534669,СССР
1534694,СССР
1534714,СССР
1534721,СССР
1534729,СССР
1534878,СССР
1534886,нет данных
1534899,нет данных
1534903,нет данных
1534907,нет данных
1534921,нет данных
1534983,СССР
1535064,СССР
1535080,СССР
1535085,нет данных
1535095,нет данных
1535102,нет данных
1535116,нет данных
1535118,нет данных
1535119,нет данных
1535271,СССР
1535312,СССР
1535382,СССР
1535390,СССР
1535393,СССР
1535417,нет данных
1535418,нет данных
1535419,нет данных
1535482,СССР
1535483,СССР
1535690,СССР
1535718,Китай
1535779,СССР
1535908,СССР
1535943,СССР
1535990,СССР
1535996,Без гражданства
1536135,СССР
1536136,СССР
1536562,нет данных
1536630,СССР
1536800,нет данных
1536801,нет данных
1536840,нет данных
1536871,нет данных
1536879,нет данных
1536917,СССР
1536943,нет данных
1536965,нет данных
1536977,СССР
1536985,СССР
1536990,нет данных
1536993,нет данных
1536994,нет данных
1536995,нет данных
1537019,СССР
1537192,СССР
1537342,СССР
1537381,нет данных
1537382,СССР
1537681,СССР
1537755,СССР
1537756,СССР
1537760,СССР
1537763,СССР
1537820,СССР
1538211,СССР
1538393,СССР
1538689,СССР
1538696,СССР
1538768,СССР
1538820,СССР
1539006,СССР
1539040,СССР
1539142,СССР
1539221,Япония
1539426,СССР
1539489,Китай
1539530,СССР
1539824,нет данных
1539842,Китай
1539843,Китай
1539845,Китай
1539861,СССР
1539866,нет данных
1539884,нет данных
1540338,СССР
1540810,СССР
1540884,СССР
1541186,Без гражданства
1541310,нет данных
1541354,СССР
1541437,СССР
1541664,нет данных
1541880,нет данных
1541883,нет данных
1541887,нет данных
1542343,нет данных
1542456,СССР
1542481,СССР
1542764,нет данных
1542886,СССР
1542964,СССР
1543041,СССР
1543211,СССР
1543683,нет данных
1543889,СССР
1543973,СССР
1544360,нет данных
1544361,нет данных
1544430,СССР
1544445,СССР
1545630,Китай
1545631,Китай
1545735,нет данных
1546014,СССР
1546058,СССР
1546191,СССР
1546312,СССР
1546653,нет данных
1546674,СССР
1546682,СССР
1546759,СССР
1546957,СССР
1547019,СССР
1547076,СССР
1547204,Китай
1547205,Китай
1547206,Китай
1547209,Китай
1547210,Китай
1547227,СССР
1547231,СССР
1547248,СССР
1547270,СССР
1547476,СССР
1547668,СССР
1547791,СССР
1547867,СССР
1547868,СССР
1547887,СССР
1547888,СССР
1548072,СССР
1548088,СССР
1548223,СССР
1548241,СССР
1548256,СССР
1548270,СССР
1548349,СССР
1548422,СССР
1548541,СССР
1548706,СССР
1548727,СССР
1548839,СССР
1548842,СССР
1548849,СССР
1549059,СССР
1549138,СССР
1549147,СССР
1549233,СССР
1549270,СССР
1549510,СССР
1549558,СССР
1549589,СССР
1549592,СССР
1549622,СССР
1549909,СССР
1549995,СССР
1550119,СССР
1550178,СССР
1550340,СССР
1550492,СССР
1550511,СССР
1550597,СССР
1550670,СССР
1550747,СССР
1550803,СССР
1550909,СССР
1550922,СССР
1551092,СССР
1551208,СССР
1551263,СССР
1551290,СССР
1551338,СССР
1551390,СССР
1551497,СССР
1551561,СССР
1551998,Китай
1551999,Китай
1552196,нет данных
1552514,СССР
1552522,СССР
1552550,СССР
1552657,СССР
1552746,СССР
1552747,СССР
1552784,СССР
1552964,СССР
1553059,нет данных
1553080,СССР
1553113,СССР
1553114,СССР
1553265,нет данных
1553279,СССР
1553378,нет данных
1553407,СССР
1553475,СССР
1553490,СССР
1553540,СССР
1553614,нет данных
1553719,СССР
1553729,СССР
1553738,СССР
1553794,нет данных
1554343,СССР
1554411,СССР
1554485,СССР
1554487,СССР
1554530,СССР
1554547,СССР
1554638,СССР
1554875,СССР
1554876,СССР
1555013,СССР
1555030,СССР
1555087,СССР
1555123,СССР
1555132,СССР
1555321,нет данных
1555340,нет данных
1555449,СССР
1555566,СССР
1555770,Китай
1555771,Китай
1555783,СССР
1555865,СССР
1555872,СССР
1556086,СССР
1556098,СССР
1556142,СССР
1556263,СССР
1556337,СССР
1556486,СССР
1556599,СССР
1556695,СССР
1556842,СССР
1556863,СССР
1556872,СССР
1556893,СССР
1556927,эмигрант
1556984,Китай
1556986,Китай
1557099,СССР
1557100,СССР
1557232,СССР
1557320,СССР
1557482,СССР
1557546,нет данных
1557696,СССР
1557706,СССР
1557746,СССР
1557758,СССР
1557798,СССР
1558278,СССР
1558432,СССР
1558483,нет данных
1558591,СССР
1558594,СССР
1558931,СССР
1558987,СССР
1559180,Китай
1559392,нет данных
1559560,нет данных
1559569,СССР
1559581,нет данных
1559582,нет данных
1559585,СССР
1559612,СССР
1559648,СССР
1559680,СССР
1559709,СССР
1559721,СССР
1559810,СССР
1559907,СССР
1559937,СССР
1559978,СССР
1560053,СССР
1560073,СССР
1560084,СССР
1560127,СССР
1560155,эмигрант
1560247,Китай
1560551,Китай
1560730,СССР
1560868,СССР
1560939,нет данных
1560940,нет данных
1561221,СССР
1561244,Япония
1561283,нет данных
1561606,СССР
1561668,нет данных
1561685,нет данных
1561752,СССР
1561800,СССР
1561858,СССР
1562060,Китай
1562157,СССР
1562317,СССР
1562584,СССР
1562588,СССР
1562676,СССР
1562692,СССР
1562699,Чехословакия
1562739,нет данных
1562748,СССР
1562766,СССР
1562774,СССР
1562777,СССР
1562787,СССР
1562799,СССР
1562868,СССР
1562884,СССР
1562898,СССР
1563048,нет данных
1563592,СССР
1563734,Китай
1564024,СССР
1564048,СССР
1564074,Китай
1564075,Китай
1564395,СССР
1564423,СССР
1564513,СССР
1564620,СССР
1564941,нет данных
1565092,СССР
1565093,СССР
1565094,нет данных
1565097,нет данных
1565101,нет данных
1565103,СССР
1565107,нет данных
1565109,нет данных
1565115,СССР
1565120,нет данных
1565121,нет данных
1565125,нет данных
1565129,нет данных
1565130,нет данных
1565132,нет данных
1565133,нет данных
1565139,СССР
1565260,СССР
1565459,СССР
1565528,СССР
1565545,СССР
1565575,СССР
1565710,СССР
1565774,СССР
1565834,СССР
1565835,СССР
1565859,СССР
1565873,СССР
1565907,СССР
1565908,СССР
1566009,СССР
1566017,СССР
1566041,СССР
1566138,нет данных
1566175,СССР
1566183,СССР
1566190,СССР
1566194,СССР
1566324,СССР
1566404,СССР
1566463,СССР
1566528,СССР
1566529,СССР
1566565,СССР
1566731,СССР
1566951,СССР
1566953,СССР
1567210,нет данных
1567281,СССР
1567285,СССР
1567307,Китай
1567464,СССР
1567505,СССР
1567633,СССР
1567709,СССР
1567765,СССР
1567897,СССР
1568020,СССР
1568081,СССР
1568118,СССР
1568202,СССР
1568203,СССР
1568323,СССР
1568365,СССР
1568582,СССР
1568616,СССР
1568630,СССР
1568749,СССР
1568750,СССР
1568786,нет данных
1568797,СССР
1568811,нет данных
1568822,нет данных
1568860,СССР
1568876,СССР
1568926,Китай
1569137,СССР
1569261,СССР
1569351,СССР
1569494,СССР
1569515,СССР
1569584,СССР
1569674,СССР
1569684,СССР
1569808,СССР
1570037,Китай
1570038,Китай
1570039,Китай
1570040,Без гражданства
1570042,Без гражданства
1570043,Китай
1570074,нет данных
1570217,СССР
1570363,СССР
1570378,СССР
1570406,нет данных
1570407,СССР
1570408,нет данных
1570411,нет данных
1570412,нет данных
1570499,СССР
1570591,СССР
1570649,СССР
1570661,СССР
1570717,СССР
1570801,СССР
1570809,СССР
1570858,СССР
1570859,нет данных
1570939,СССР
1570965,Китай
1570966,Китай
1571024,Без гражданства
1571025,Китай
1571026,Китай
1571028,Китай
1571029,СССР
1571058,Китай
1571059,Китай
1571170,СССР
1571367,СССР
1571416,эмигрант
1571460,СССР
1571811,СССР
1571970,СССР
1572054,СССР
1572217,СССР
1572369,нет данных
1572370,нет данных
1572371,нет данных
1572431,СССР
1572454,нет данных
1572461,Япония
1572509,нет данных
1572510,Китай
1572511,Китай
1572563,СССР
1572578,СССР
1572675,СССР
1572779,СССР
1572799,СССР
1572839,СССР
1572868,СССР
1573173,СССР
1573198,СССР
1573263,СССР
1573281,СССР
1573353,СССР
1573469,СССР
1573498,Япония
1573500,Китай
1573549,СССР
1573693,СССР
1573710,СССР
1573877,СССР
1574300,СССР
1574363,СССР
1574435,СССР
1574451,СССР
1574519,СССР
1574522,нет данных
1574539,нет данных
1574547,нет данных
1574856,СССР
1574885,Япония
1574886,Китай
1574938,Без гражданства
1575010,Китай
1575025,СССР
1575072,СССР
1575234,СССР
1575259,СССР
1575388,СССР
1575394,СССР
1575416,СССР
1575448,СССР
1575662,СССР
1575680,нет данных
1575813,СССР
1576083,СССР
1576200,СССР
1576288,СССР
1576382,СССР
1576397,СССР
1576486,СССР
1576574,эмигрант
1576743,СССР
1576791,СССР
1576890,СССР
1577000,эмигрант
1577002,СССР
1577033,СССР
1577102,СССР
1577107,СССР
1577233,СССР
1577270,СССР
1577582,СССР
1577762,СССР
1577824,СССР
1577861,эмигрант
1577876,СССР
1577887,СССР
1577988,нет данных
1578058,СССР
1578098,СССР
1578106,нет данных
1578317,нет данных
1578333,нет данных
1578343,СССР
1578362,нет данных
1578398,СССР
1578409,нет данных
1578435,СССР
1578464,СССР
1578468,нет данных
1578469,нет данных
1578477,нет данных
1578484,нет данных
1578498,нет данных
1578499,нет данных
1578501,нет данных
1578537,нет данных
1578609,СССР
1578721,СССР
1578737,СССР
1578764,СССР
1578775,нет данных
1578867,СССР
1578995,СССР
1579223,СССР
1579310,СССР
1579325,СССР
1579460,СССР
1579463,СССР
1579471,СССР
1579498,СССР
1579562,СССР
1579659,СССР
1579670,СССР
1579712,СССР
1579756,СССР
1579938,СССР
1580131,СССР
1580176,СССР
1580236,СССР
1580310,СССР
1580669,СССР
1580700,Без гражданства
1580773,СССР
1580852,СССР
1580952,СССР
1580992,нет данных
1581104,СССР
1581156,СССР
1581212,СССР
1581215,нет данных
1581219,нет данных
1581401,СССР
1581419,СССР
1581460,нет данных
1581466,нет данных
1581471,нет данных
1581472,нет данных
1581475,нет данных
1581611,СССР
1581756,СССР
1581844,СССР
1581868,эмигрант
1582094,Китай
1582122,СССР
1582353,СССР
1582617,СССР
1582817,СССР
1582842,СССР
1583001,СССР
1583063,СССР
1583077,СССР
1583085,СССР
1583117,СССР
1583132,СССР
1583431,СССР
1583545,нет данных
1583546,СССР
1583548,нет данных
1583550,нет данных
1583552,нет данных
1583625,СССР
1583676,СССР
1583831,СССР
1583843,СССР
1584033,нет данных
1584184,СССР
1584285,нет данных
1584294,СССР
1584314,нет данных
1584319,нет данных
1584326,нет данных
1584327,нет данных
1584332,нет данных
1584530,СССР
1584546,Без гражданства
1584968,СССР
1584971,СССР
1585015,СССР
1585104,СССР
1585115,СССР
1585153,СССР
1585157,СССР
1585390,эмигрант
1585447,СССР
1585488,нет данных
1585490,нет данных
1585501,нет данных
1585505,СССР
1585507,СССР
1585565,нет данных
1585677,СССР
1585714,СССР
1585720,СССР
1585855,СССР
1585899,СССР
1585902,СССР
1586054,СССР
1586278,Без гражданства
1586374,СССР
1586411,СССР
1586468,СССР
1586631,Китай
1586632,Китай
1586633,СССР
1586787,Без гражданства
1586866,СССР
1587059,Япония
1587060,Япония
1587093,СССР
1587128,СССР
1587144,СССР
1587158,СССР
1587293,СССР
1587456,СССР
1587527,СССР
1587623,СССР
1587694,СССР
1587797,СССР
1587851,СССР
1588135,СССР
1588471,СССР
1588538,СССР
1588677,СССР
1588811,СССР
1588932,СССР
1588935,СССР
1588972,Япония
1588978,СССР
1588981,нет данных
1588989,Китай
1589001,СССР
1589070,СССР
1589151,СССР
1589306,Китай
1589359,Без гражданства
1589381,нет данных
1589420,нет данных
1589445,нет данных
1589452,СССР
1589460,нет данных
1589467,СССР
1589473,нет данных
1589675,СССР
1589683,СССР
1589776,Китай
1589810,СССР
1589941,Япония
1589942,Китай
1589956,СССР
1590131,СССР
1590162,СССР
1590226,Япония
1590241,Китай
1590242,Китай
1590243,Китай
1590251,Япония
1590318,Китай
1590413,СССР
1590464,СССР
1590494,СССР
1590503,Без гражданства
1590568,СССР
1590569,СССР
1590580,СССР
1590662,СССР
1590770,СССР
1590814,СССР
1590844,Без гражданства
1590916,СССР
1590930,СССР
1590966,СССР
1590970,СССР
1591178,Китай
1591179,Китай
1591292,нет данных
1591293,нет данных
1591294,нет данных
1591304,СССР
1591306,Китай
1591307,Китай
1591310,Япония
1591422,СССР
1591438,Китай
1591458,Китай
1591459,Китай
1591460,Китай
1591487,Китай
1591569,нет данных
1591702,Япония
1591703,Япония
1591704,Китай
1591706,Китай
1591712,Япония
1591713,Япония
1591832,СССР
1591836,СССР
1592311,СССР
1592452,Япония
1592453,Япония
1592454,Китай
1592456,Китай
1592460,Китай
1592464,Китай
1592478,СССР
1592884,Китай
1593087,СССР
1593198,Китай
1593229,Япония
1593230,Китай
1593231,Китай
1593232,Япония
1593233,Китай
1593234,Китай
1593299,Без гражданства
1593311,Китай
1593312,Япония
1593550,СССР
1593660,СССР
1593675,нет данных
1593760,Китай
1593761,Китай
1593762,Япония
1593769,Китай
1593771,Без гражданства
1593775,Китай
1593776,Япония
1593777,Без гражданства
1593845,Япония
1593846,нет данных
1593869,СССР
1593881,нет данных
1593984,Китай
1593986,Япония
1594229,СССР
1594232,СССР
1594367,нет данных
1594401,СССР
1594451,нет данных
1594461,нет данных
1594464,нет данных
1594651,нет данных
1594956,СССР
1595206,нет данных
1595308,Япония
1595312,СССР
1595351,СССР
1595353,СССР
1595354,нет данных
1595356,СССР
1595357,СССР
1595391,Япония
1595440,СССР
1595581,СССР
1595621,СССР
1595705,СССР
1595730,Без гражданства
1595731,СССР
1595791,СССР
1595872,СССР
1595878,нет данных
1595924,нет данных
1596068,нет данных
1596115,СССР
1596240,СССР
1596410,СССР
1596530,СССР
1596550,СССР
1596632,СССР
1596856,Япония
1596857,Япония
1596872,Япония
1597074,Япония
1597075,Китай
1597078,СССР
1597111,Без гражданства
1597193,СССР
1597219,нет данных
1597221,нет данных
1597229,СССР
1597234,Китай
1597235,Китай
1597236,Китай
1597238,Япония
1597239,Китай
1597327,СССР
1597331,Китай
1597406,СССР
1597424,Китай
1597426,Китай
1597438,Япония
1597490,Китай
1597491,Китай
1597493,СССР
1597550,Китай
1597580,СССР
1597620,Китай
1597650,СССР
1597763,СССР
1597791,нет данных
1597861,СССР
1597999,СССР
1598062,СССР
1598188,Китай
1598239,СССР
1598240,СССР
1598290,СССР
1598430,Япония
1598478,СССР
1598499,СССР
1598627,СССР
1598633,СССР
1598638,СССР
1598822,СССР
1598823,СССР
1598826,нет данных
1598829,СССР
1598831,нет данных
1598886,СССР
1598890,СССР
1599076,нет данных
1599170,СССР
1599283,СССР
1599345,СССР
1599367,нет данных
1599560,СССР
1599737,СССР
1599953,СССР
1600159,СССР
1600200,Без гражданства
1600236,СССР
1600285,Япония
1600357,Япония
1600474,СССР
1600554,СССР
1600612,СССР
1600616,Япония
1600681,СССР
1600695,СССР
1600792,Китай
1600793,Китай
1600794,Китай
1600795,Япония
1601040,нет данных
1601041,нет данных
1601197,СССР
1601358,СССР
1601535,СССР
1601579,СССР
1601600,СССР
1601693,СССР
1601779,СССР
1601889,СССР
1602065,СССР
1602102,нет данных
1602488,СССР
1602489,Китай
1603019,СССР
1603020,нет данных
1603022,нет данных
1603116,СССР
1603120,нет данных
1603123,нет данных
1603127,СССР
1603130,нет данных
1603132,нет данных
1603164,Китай
1603230,нет данных
1603231,нет данных
1603342,СССР
1603345,Китай
1603373,СССР
1603374,СССР
1603457,СССР
1603493,СССР
1603513,нет данных
1603516,СССР
1603532,СССР
1603536,нет данных
1603539,нет данных
1603548,нет данных
1603549,нет данных
1603563,Китай
1603565,нет данных
1603567,нет данных
1603580,нет данных
1603592,нет данных
1603597,нет данных
1603603,нет данных
1603606,нет данных
1603607,нет данных
1603610,нет данных
1603611,СССР
1603612,СССР
1603620,нет данных
1603622,СССР
1603625,СССР
1603630,нет данных
1603640,СССР
1603643,нет данных
1603647,нет данных
1603649,нет данных
1603657,нет данных
1603662,нет данных
1603664,нет данных
1603666,нет данных
1603670,нет данных
1603672,нет данных
1603673,нет данных
1603674,нет данных
1603677,СССР
1603679,Корея
1603681,нет данных
1603683,СССР
1603694,Япония
1603703,Корея
1603704,СССР
1603705,Без гражданства
1603707,Без гражданства
1603711,Корея
1603715,Без гражданства
1603717,нет данных
1603722,Без гражданства
1603726,нет данных
1603727,Без гражданства
1603729,Без гражданства
1603731,Корея
1603733,Без гражданства
1603735,Без гражданства
1603738,Без гражданства
1603739,Китай
1603741,Маньчжурия
1603754,нет данных
1603756,нет данных
1603788,СССР
1603837,СССР
1603847,СССР
1603850,Китай
1603851,Китай
1603852,Китай
1603890,Без гражданства
1603938,Китай
1604086,Япония
1604150,СССР
1604320,СССР
1604362,СССР
1604379,СССР
1604429,СССР
1604621,СССР
1604717,СССР
1604746,Япония
1604755,СССР
1604823,СССР
1604843,СССР
1604882,СССР
1604913,нет данных
1604914,нет данных
1605083,СССР
1605106,СССР
1605157,СССР
1605173,эмигрант
1605206,СССР
1605282,СССР
1605362,СССР
1605467,Япония
1605720,Япония
1605747,СССР
1605896,СССР
1605899,СССР
1606002,СССР
1606056,СССР
1606193,СССР
1606552,СССР
1606570,СССР
1606655,эмигрант
1606674,СССР
1606753,нет данных
1606774,СССР
1606775,СССР
1606797,СССР
1606894,СССР
1606896,эмигрант
1606911,СССР
1606938,СССР
1606945,СССР
1607040,СССР
1607103,СССР
1607351,СССР
1607387,СССР
1607515,СССР
1607566,СССР
1607664,СССР
1607666,нет данных
1607747,СССР
1607997,СССР
1608067,СССР
1608116,СССР
1608176,СССР
1608200,Китай
1608201,Китай
1608205,Без гражданства
1608208,Китай
1608209,Китай
1608210,Китай
1608224,СССР
1608236,Китай
1608237,Китай
1608413,СССР
1608425,СССР
1608426,Китай
1608538,СССР
1608700,СССР
1608828,СССР
1608899,нет данных
1608918,СССР
1608960,СССР
1609071,СССР
1609082,СССР
1609156,СССР
1609201,СССР
1609375,СССР
1609380,СССР
1609383,СССР
1609395,СССР
1609496,Китай
1609522,СССР
1609575,Япония
1609963,СССР
1610045,СССР
1610086,СССР
1610119,СССР
1610156,СССР
1610218,СССР
1610224,СССР
1610269,СССР
1610304,СССР
1610319,СССР
1610347,нет данных
1610354,нет данных
1610371,СССР
1610487,СССР
1610706,СССР
1610775,СССР
1610800,СССР
1610814,СССР
1610841,СССР
1610845,СССР
1610849,нет данных
1610870,нет данных
1610874,СССР
1610876,нет данных
1610893,нет данных
1610909,СССР
1610948,Китай
1610974,СССР
1610986,Япония
1610999,Китай
1611133,СССР
1611371,СССР
1611381,нет данных
1611382,нет данных
1611383,нет данных
1611389,СССР
1611463,СССР
1611520,СССР
1611540,СССР
1611544,СССР
1611577,СССР
1611646,СССР
1611990,нет данных
1611992,нет данных
1612018,СССР
1612140,нет данных
1612141,СССР
1612146,нет данных
1612177,СССР
1612193,СССР
1612379,СССР
1612406,СССР
1612413,СССР
1612518,СССР
1612639,СССР
1612769,СССР
1612858,СССР
1612887,СССР
1612896,СССР
1612925,СССР
1613077,СССР
1613093,СССР
1613161,нет данных
1613169,нет данных
1613170,нет данных
1613273,Китай
1613343,СССР
1613365,Китай
1613409,СССР
1613459,СССР
1613481,СССР
1613663,СССР
1613851,Без гражданства
1613863,СССР
1613864,СССР
1613963,Китай
1613980,Китай
1614054,СССР
1614086,СССР
1614150,СССР
1614277,СССР
1614315,СССР
1614357,СССР
1614444,СССР
1614593,СССР
1614791,СССР
1614853,СССР
1614867,СССР
1614941,Япония
1614967,Китай
1614991,нет данных
1614992,нет данных
1614993,нет данных
1614994,СССР
1615071,СССР
1615072,СССР
1615115,нет данных
1615307,СССР
1615381,эмигрант
1615537,СССР
1615547,нет данных
1615882,нет данных
1615895,нет данных
1616055,нет данных
1616065,СССР
1616069,нет данных
1616085,СССР
1616090,нет данных
1616119,нет данных
1616173,СССР
1616299,СССР
1616620,СССР
1616839,СССР
1617003,СССР
1617008,СССР
1617043,СССР
1617126,СССР
1617138,СССР
1617327,СССР
1617431,СССР
1617444,СССР
1617449,СССР
1617473,Китай
1617497,СССР
1617650,СССР
1617653,СССР
1617672,Япония
1617842,СССР
1617942,СССР
1617986,СССР
1617999,эмигрант
1618026,эмигрант
1618176,СССР
1618229,СССР
1618282,СССР
1618307,СССР
1618314,СССР
1618320,СССР
1618444,Китай
1618476,СССР
1618541,СССР
1618552,нет данных
1618577,Япония
1618661,СССР
1618810,СССР
1618817,СССР
1618820,СССР
1618925,СССР
1618945,СССР
1618968,СССР
1619167,СССР
1619249,нет данных
1619269,СССР
1619418,СССР
1619444,СССР
1619498,СССР
1619527,СССР
1619703,СССР
1619738,СССР
1619756,СССР
1619826,СССР
1619884,СССР
1619938,СССР
1620041,СССР
1620076,Китай
1620077,Китай
1620082,СССР
1620092,СССР
1620093,СССР
1620097,СССР
1620137,СССР
1620169,СССР
1620588,СССР
1620647,эмигрант
1620736,СССР
1620934,СССР
1621353,СССР
1621835,нет данных
1622078,нет данных
1622211,СССР
1622291,нет данных
1622292,нет данных
1622353,СССР
1622547,нет данных
1622550,нет данных
1622562,СССР
1623051,СССР
1623125,СССР
1623137,СССР
1623164,СССР
1623179,СССР
1623295,СССР
1623302,нет данных
1623433,СССР
1623486,СССР
1623514,СССР
1623566,СССР
1623568,СССР
1623581,СССР
1623589,СССР
1623767,Без гражданства
1623829,СССР
1623925,СССР
1624188,СССР
1624215,эмигрант
1624278,СССР
1624309,СССР
1624335,СССР
1624406,Китай
1624407,Китай
1624408,Китай
1624412,Китай
1624413,Китай
1624650,СССР
1624712,СССР
1624760,СССР
1624781,СССР
1624783,Китай
1624791,СССР
1624798,нет данных
1624802,нет данных
1624825,СССР
1624923,СССР
1625031,СССР
1625148,СССР
1625188,СССР
1625274,СССР
1625304,СССР
1625369,нет данных
1625380,нет данных
1625394,эмигрант
1625560,нет данных
1625596,СССР
1625625,нет данных
1625653,нет данных
1625689,нет данных
1625700,СССР
1625792,СССР
1625841,СССР
